,Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value
1577,Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,41.3
1578,Symptoms of Anxiety Disorder,By State,Maine,Maine,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,24.1
1579,Symptoms of Anxiety Disorder,By State,Maryland,Maryland,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,30.1
1580,Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,27.9
1581,Symptoms of Anxiety Disorder,By State,Michigan,Michigan,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,27.4
1582,Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,25.0
1583,Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,31.8
1584,Symptoms of Anxiety Disorder,By State,Missouri,Missouri,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,28.3
1585,Symptoms of Anxiety Disorder,By State,Montana,Montana,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,27.8
1586,Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,25.0
1587,Symptoms of Anxiety Disorder,By State,Nevada,Nevada,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,38.4
1588,Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,31.2
1589,Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,30.8
1590,Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,39.0
1591,Symptoms of Anxiety Disorder,By State,New York,New York,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,26.9
1592,Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,29.1
1593,Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,28.7
1594,Symptoms of Anxiety Disorder,By State,Ohio,Ohio,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,27.7
1595,Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,39.0
1596,Symptoms of Anxiety Disorder,By State,Oregon,Oregon,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,37.1
1597,Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,32.7
1598,Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,28.2
1599,Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,31.4
1600,Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,24.2
1601,Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,30.8
1602,Symptoms of Anxiety Disorder,By State,Texas,Texas,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,32.1
1603,Symptoms of Anxiety Disorder,By State,Utah,Utah,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,33.3
1604,Symptoms of Anxiety Disorder,By State,Vermont,Vermont,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,25.0
1605,Symptoms of Anxiety Disorder,By State,Virginia,Virginia,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,31.9
1606,Symptoms of Anxiety Disorder,By State,Washington,Washington,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,30.5
1607,Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,34.7
1608,Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,21.3
1609,Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,23.7
1610,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,36.1
1611,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,50.0
1612,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,40.8
1613,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,38.5
1614,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,36.3
1615,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,27.4
1616,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,19.3
1617,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,14.6
1618,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Male,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,32.4
1619,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Female,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,39.6
1620,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,42.3
1621,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,34.1
1622,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,39.1
1623,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,27.8
1624,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,45.1
1625,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,43.6
1626,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,38.1
1627,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,39.1
1628,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,29.2
1629,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,38.0
1630,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,37.1
1631,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,40.1
1632,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,38.2
1633,Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,California,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,39.1
1634,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,31.4
1635,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,39.4
1636,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,30.9
1637,Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,43.1
1638,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,39.7
1639,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,36.3
1640,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,29.4
1641,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,31.7
1642,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,34.2
1643,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,35.9
1644,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,37.4
1645,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,32.9
1646,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,38.3
1647,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,46.8
1648,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,28.7
1649,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,33.3
1650,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,33.7
1651,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,31.9
1652,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,30.6
1653,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,37.6
1654,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,32.9
1655,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,30.9
1656,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,31.2
1657,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,45.6
1658,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,34.4
1659,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,34.1
1660,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,42.5
1661,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,New York,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,32.9
1662,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,34.1
1663,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,33.0
1664,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,31.6
1665,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,44.5
1666,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,42.4
1667,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,39.8
1668,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,32.9
1669,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,34.4
1670,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,31.0
1671,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,36.6
1672,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,36.2
1673,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,37.2
1674,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,27.9
1675,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,36.9
1676,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,34.7
1677,Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,38.4
1678,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,24.6
1679,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,1.0,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,28.4
1680,Symptoms of Depressive Disorder,National Estimate,United States,United States,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,26.9
1681,Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,36.6
1682,Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,30.7
1683,Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,27.7
1684,Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,27.1
1685,Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,20.5
1686,Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,16.1
1687,Symptoms of Depressive Disorder,By Age,United States,80 years and above,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,15.2
1688,Symptoms of Depressive Disorder,By Sex,United States,Male,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,25.0
1689,Symptoms of Depressive Disorder,By Sex,United States,Female,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,28.8
1690,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,31.1
1691,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,24.9
1692,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,30.9
1693,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,21.5
1694,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,36.8
1695,Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,37.1
1696,Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,28.7
1697,Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,30.0
1698,Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,19.4
1699,Symptoms of Depressive Disorder,By State,Alabama,Alabama,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,26.5
1700,Symptoms of Depressive Disorder,By State,Alaska,Alaska,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,23.8
1701,Symptoms of Depressive Disorder,By State,Arizona,Arizona,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,32.7
1702,Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,29.6
1703,Symptoms of Depressive Disorder,By State,California,California,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,27.6
1704,Symptoms of Depressive Disorder,By State,Colorado,Colorado,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,26.1
1705,Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,24.0
1706,Symptoms of Depressive Disorder,By State,Delaware,Delaware,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,25.4
1707,Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,27.6
1708,Symptoms of Depressive Disorder,By State,Florida,Florida,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,31.8
1709,Symptoms of Depressive Disorder,By State,Georgia,Georgia,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,31.4
1710,Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,28.2
1711,Symptoms of Depressive Disorder,By State,Idaho,Idaho,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,29.5
1712,Symptoms of Depressive Disorder,By State,Illinois,Illinois,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,28.1
1713,Symptoms of Depressive Disorder,By State,Indiana,Indiana,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,26.2
1714,Symptoms of Depressive Disorder,By State,Iowa,Iowa,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,23.1
1715,Symptoms of Depressive Disorder,By State,Kansas,Kansas,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,20.9
1716,Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,26.4
1717,Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,32.2
1718,Symptoms of Depressive Disorder,By State,Maine,Maine,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,23.8
1719,Symptoms of Depressive Disorder,By State,Maryland,Maryland,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,22.1
1720,Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,24.2
1721,Symptoms of Depressive Disorder,By State,Michigan,Michigan,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,23.5
1722,Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,22.3
1723,Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,34.4
1724,Symptoms of Depressive Disorder,By State,Missouri,Missouri,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,25.6
1725,Symptoms of Depressive Disorder,By State,Montana,Montana,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,22.2
1726,Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,22.0
1727,Symptoms of Depressive Disorder,By State,Nevada,Nevada,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,26.8
1728,Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,24.3
1729,Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,24.2
1730,Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,29.7
1731,Symptoms of Depressive Disorder,By State,New York,New York,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,23.9
1732,Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,22.7
1733,Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,25.0
1734,Symptoms of Depressive Disorder,By State,Ohio,Ohio,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,23.3
1735,Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,32.8
1736,Symptoms of Depressive Disorder,By State,Oregon,Oregon,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,27.1
1737,Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,26.5
1738,Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,24.0
1739,Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,28.9
1740,Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,25.1
1741,Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,30.5
1742,Symptoms of Depressive Disorder,By State,Texas,Texas,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,28.2
1743,Symptoms of Depressive Disorder,By State,Utah,Utah,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,26.0
1744,Symptoms of Depressive Disorder,By State,Vermont,Vermont,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,22.3
1745,Symptoms of Depressive Disorder,By State,Virginia,Virginia,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,24.2
1746,Symptoms of Depressive Disorder,By State,Washington,Washington,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,31.1
1747,Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,34.5
1748,Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,19.0
1749,Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,23.4
1750,Symptoms of Anxiety Disorder,National Estimate,United States,United States,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,33.0
1751,Symptoms of Anxiety Disorder,By Age,United States,18 - 29 years,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,42.4
1752,Symptoms of Anxiety Disorder,By Age,United States,30 - 39 years,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,38.9
1753,Symptoms of Anxiety Disorder,By Age,United States,40 - 49 years,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,35.4
1754,Symptoms of Anxiety Disorder,By Age,United States,50 - 59 years,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,33.9
1755,Symptoms of Anxiety Disorder,By Age,United States,60 - 69 years,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,25.0
1756,Symptoms of Anxiety Disorder,By Age,United States,70 - 79 years,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,18.6
1757,Symptoms of Anxiety Disorder,By Age,United States,80 years and above,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,16.2
1758,Symptoms of Anxiety Disorder,By Sex,United States,Male,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,29.0
1759,Symptoms of Anxiety Disorder,By Sex,United States,Female,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,36.7
1760,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,37.0
1761,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",1.0,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,31.4
